id,cycles,instructions,branches,branch_misses
"all;g4run;libG4geometry;G4VPhysicalVolume::SetRotation",2018906,0,0,3904
"all;g4run;libG4geometry;G4PolyconeSide::Inside",31522284772,41309137099,6363227984,95831846
"all;g4run;libG4geometry;G4CutTubs::BoundingLimits",12093553,11650518,3376570,35386
"all;g4run;libG4geometry;0x000000000009dcb0",177926551,229842776,38429146,643596
"all;g4run;libG4geometry;G4ReduciblePolygon::CrossesItself",1006694,0,0,3428
"all;g4run;libG4geometry;0x000000000009dcb4",216082761,318466507,46474613,924904
"all;g4run;libG4geometry;G4PVPlacement::~G4PVPlacement",0,0,468874,0
"all;g4run;libG4geometry;G4PolyhedraSide::Inside",41191288887,68513601281,11668654026,123256943
"all;g4run;libG4geometry;G4BoundingEnvelope::FindScaleFactor",28222781,51181390,8349987,44205
"all;g4run;libG4geometry;G4Box::SurfaceNormal",189505817,334331680,43310721,1324338
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceAway",133591528435,229697399815,39636803150,405842026
"all;g4run;libG4geometry;0x000000000009e8b0",1325749,2095674,132528,2363
"all;g4run;libG4geometry;G4PolyhedraSide::Intersect",43521450556,77836178843,13163902626,215271622
"all;g4run;libG4geometry;0x000000000009a8f4",0,0,405987,0
"all;g4run;libG4geometry;G4PhysicalVolumeStore::Clean",1005992,4503357,0,0
"all;g4run;libG4geometry;G4Tubs::CalculateExtent",79626064,242103790,41481000,273637
"all;g4run;libG4geometry;0x000000000009e8b4",4665613,3443987,1156201,41035
"all;g4run;libG4geometry;G4ReflectedSolid::DistanceToOut",423367069,645386973,91788166,1375652
"all;g4run;libG4geometry;G4PropagatorInField::ClearPropagatorState",9630685376,10860801686,1844637891,13204500
"all;g4run;libG4geometry;0x000000000009e2d0",0,2056824,166735,2306
"all;g4run;libG4geometry;G4SolidsWorkspace::InitialiseSolids@plt",0,0,65634,0
"all;g4run;libG4geometry;0x000000000009e2d4",203495141,313398486,54102973,1034224
"all;g4run;libG4geometry;G4Region::AddMaterial",197331525,444287188,167851789,283260
"all;g4run;libG4geometry;G4LogicalVolumeStore::UpdateMap",0,0,284394,8637
"all;g4run;libG4geometry;G4BooleanSolid::~G4BooleanSolid",0,0,415896,0
"all;g4run;libG4geometry;0x000000000009e550",1007991,0,0,0
"all;g4run;libG4geometry;aProxyAllocator",9071689,5937828,1725162,27889
"all;g4run;libG4geometry;0x000000000009b320",3022154,0,0,2150
"all;g4run;libG4geometry;0x0000000000099990",394103860,670590348,90862745,1795501
"all;g4run;libG4geometry;G4Box::CalculateExtent",7055461,19796798,1678634,11275
"all;g4run;libG4geometry;0x000000000009b324",0,0,0,3859
"all;g4run;libG4geometry;0x0000000000099994",71105541,95981179,13502797,440885
"all;g4run;libG4geometry;G4Trap::DistanceToOut",4136023370,6526033670,996506874,12949415
"all;g4run;libG4geometry;G4VPhysicalVolume::SetTranslation",0,1946420,0,0
"all;g4run;libG4geometry;G4SmartVoxelHeader::CollectEquivalentNodes",11084702,19372036,7894060,55219
"all;g4run;libG4geometry;G4SubtractionSolid::CalculateExtent",0,4893997,843949,0
"all;g4run;libG4geometry;G4LogicalVolume::GetMaterialCutsCouple",3630350767,5475239710,824029139,11757725
"all;g4run;libG4geometry;G4DisplacedSolid::Inside",17373767171,30071212253,5047658746,52728757
"all;g4run;libG4geometry;0x000000000009f590",9767858,9722330,1840437,39550
"all;g4run;libG4geometry;G4NavigationLevel::G4NavigationLevel",660518,0,0,0
"all;g4run;libG4geometry;G4PolyconeSide::PointOnCone",35402295860,62824547917,8765910077,170622664
"all;g4run;libG4geometry;0x000000000009cdd0",699655469,1116689917,189067630,1979900
"all;g4run;libG4geometry;0x000000000009f594",39818808,62074496,8223326,103027
"all;g4run;libG4geometry;0x0000000000099a80",448023725,733000642,108982849,1311074
"all;g4run;libG4geometry;G4ReflectedSolid::DistanceToIn",168940804,257272725,34087119,548368
"all;g4run;libG4geometry;G4LineSection::Dist",20944004404,44535328284,2918407538,11759068
"all;g4run;libG4geometry;G4BoundingEnvelope::G4BoundingEnvelope",2015733,4875114,435081,7615
"all;g4run;libG4geometry;0x000000000009cdd4",62923525,78717933,10289517,369140
"all;g4run;libG4geometry;0x0000000000099a84",139636987,151617851,28677203,667484
"all;g4run;libG4geometry;0x000000000009c090",52565926,108831426,9420612,38525
"all;g4run;libG4geometry;0x000000000009c050",2474169450,4615378712,641329415,7356798
"all;g4run;libG4geometry;G4ReduciblePolygon::~G4ReduciblePolygon",0,0,425303,0
"all;g4run;libG4geometry;0x000000000009c094",54451905,79178784,10344240,83181
"all;g4run;libG4geometry;0x000000000009c054",1340946133,2259524637,314975869,3368663
"all;g4run;libG4geometry;G4VIntersectionLocator::GetLastSurfaceNormal",845712515,1227594586,170319794,3535648
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::find",3020100,14097097,2647153,25476
"all;g4run;libG4geometry;0x000000000009d6c0",4809763,6803426,388780,24975
"all;g4run;libG4geometry;G4Trd::Inside",49546744,43414490,7217086,124071
"all;g4run;libG4geometry;G4CutTubs::CalculateExtent",10079281,16118439,3010063,32571
"all;g4run;libG4geometry;0x000000000009d6c4",29822038,26900005,3519846,141887
"all;g4run;libG4geometry;G4Navigator::GetLocalExitNormal",991649067,1366725634,183368698,5291322
"all;g4run;libG4geometry;G4SafetyHelper::ReLocateWithinVolume",1015027059,1627289652,252188125,4577835
"all;g4run;libG4geometry;G4NavigationHistory::~G4NavigationHistory",3029829377,4129045044,607016751,9587279
"all;g4run;libG4geometry;G4Polycone::CalculateExtent",50394896,156314894,26014969,123976
"all;g4run;libG4geometry;G4EnclosingCylinder::ShouldMiss",1267691944,2115902916,344961236,6854779
"all;g4run;libG4geometry;G4PolyhedraSide::G4PolyhedraSide",1006123,1984754,0,1823
"all;g4run;libG4geometry;0x000000000009d090",33082258,38547728,5782786,148357
"all;g4run;libG4geometry;field_utils::absoluteError",4736452842,6691847533,414507160,2543738
"all;g4run;libG4geometry;0x000000000009d094",36022410,30310243,5414793,237966
"all;g4run;libG4geometry;std::vector<G4SmartVoxelNode*, std::allocator<G4SmartVoxelNode*> >::reserve",1008258,2413362,0,2779
"all;g4run;libG4geometry;G4Mag_EqRhs::SetChargeMomentumMass",434115088,431402235,79303628,1622328
"all;g4run;libG4geometry;0x000000000009a3b0",5977981,5396235,1286099,27425
"all;g4run;libG4geometry;0x000000000009a3b4",11363354,8988672,1595280,47119
"all;g4run;libG4geometry;G4SubtractionSolid::DistanceToOut",1766293188,3278490845,523597784,8280326
"all;g4run;libG4geometry;G4Torus::TorusRootsJT",50466942,27508943,4043428,222297
"all;g4run;libG4geometry;0x000000000009beb0",11888191,20303683,4517283,78804
"all;g4run;libG4geometry;0x000000000009a320",166849022,187643345,35609159,213104
"all;g4run;libG4geometry;0x000000000009beb4",1326226,11082632,683517,34628
"all;g4run;libG4geometry;0x000000000009bbe0",9956699,25080694,1417617,2005
"all;g4run;libG4geometry;G4CutTubs::DistanceToOut",668109,4358769,565724,4176
"all;g4run;libG4geometry;0x000000000009a324",61631483,63899374,9747747,194841
"all;g4run;libG4geometry;0x000000000009f9d0",0,358834,0,0
"all;g4run;libG4geometry;0x000000000009bbe4",251401159,519969292,24768826,164143
"all;g4run;libG4geometry;G4Navigator::ComputeStep",82557216650,141280667659,19070323266,216680688
"all;g4run;libG4geometry;G4VCSGfaceted::DistanceTo",15679092128,27615993260,4368756898,53407431
"all;g4run;libG4geometry;0x00000000000a0070",13874984,27335296,5866662,19193
"all;g4run;libG4geometry;G4PropagatorInField::RefreshIntersectionLocator",2542733877,2779707375,490083072,8216189
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AdvanceChordLimited",11375966842,14429650912,1909006280,23980356
"all;g4run;libG4geometry;G4Cons::CalculateExtent",0,0,0,3368
"all;g4run;libG4geometry;0x0000000000099bf0",660879,913428,280604,2239
"all;g4run;libG4geometry;0x00000000000a0074",3974520,10974961,1250329,17039
"all;g4run;libG4geometry;0x0000000000099bf4",11873723,11544703,1508025,12489
"all;g4run;libG4geometry;G4BoundingEnvelope::ClipVoxelByPlanes",260027449,495598096,72476028,1103866
"all;g4run;libG4geometry;0x000000000009c1c0",664644,0,0,0
"all;g4run;libG4geometry;G4GeometryWorkspace::InitialisePhysicalVolumes",17107909,15263814,1616121,32464
"all;g4run;libG4geometry;G4LogicalVolumeStore::Register",0,0,401250,2083
"all;g4run;libG4geometry;0x000000000009f320",43506535,109412373,16798285,18447
"all;g4run;libG4geometry;0x0000000000099b20",4072697,6113802,338858,6081
"all;g4run;libG4geometry;G4DisplacedSolid::CalculateExtent",7048384,27973404,2431569,4097
"all;g4run;libG4geometry;G4VoxelNavigation::LocateNextVoxel",23719731914,29300099749,3767837396,100156485
"all;g4run;libG4geometry;G4GeometryWorkspace::DestroyWorkspace",27209096,22953833,4098694,7996
"all;g4run;libG4geometry;G4MagInt_Driver::OneGoodStep",3309762,2983780,481419,1961
"all;g4run;libG4geometry;0x000000000009cbe0",4035705,9510835,1212575,16677
"all;g4run;libG4geometry;G4LogicalVolume::TerminateWorker",410073,645213,0,0
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_erase",3018073,2637498,152775,3691
"all;g4run;libG4geometry;0x0000000000099b24",2004369,3792893,0,8859
"all;g4run;libG4geometry;0x000000000009f324",12776138,38117919,4051826,6074
"all;g4run;libG4geometry;std::vector<HepGeom::Plane3D<double>, std::allocator<HepGeom::Plane3D<double> > >::_M_realloc_insert<HepGeom::Plane3D<double> >",37298507,109957909,10861921,122573
"all;g4run;libG4geometry;0x000000000009cbe4",0,0,804863,1733
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OnStartTracking",4179514158,6512865342,999640820,6187586
"all;g4run;libG4geometry;G4SmartVoxelHeader::RefineNodes",10081027,22184665,10888078,52098
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >",1006314,775541,470437,15503
"all;g4run;libG4geometry;G4ReflectedSolid::Inside",684016537,766126992,116464825,1903148
"all;g4run;libG4geometry;G4MagInt_Driver::G4MagInt_Driver",2666528,2294235,434339,0
"all;g4run;libG4geometry;G4EnclosingCylinder::MustBeOutside",25861672826,40791379276,6527060977,92183062
"all;g4run;libG4geometry;0x000000000009d400",83823009,109195518,14770410,403155
"all;g4run;libG4geometry;G4Region::ScanVolumeTree",229380966,564036537,149872285,283809
"all;g4run;libG4geometry;field_utils::copy",54902669,86036781,8068318,58433
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep",2244415445,3921463804,478382535,1876896
"all;g4run;libG4geometry;0x000000000009d404",111272450,165005439,27396862,535500
"all;g4run;libG4geometry;G4Cons::SurfaceNormal",42007817,44048902,5108996,232874
"all;g4run;libG4geometry;G4NormalNavigation::LevelLocate",16963656833,23630818908,3937035491,48639357
"all;g4run;libG4geometry;G4TouchableHistory::~G4TouchableHistory",2036375967,2541529781,393861856,6839492
"all;g4run;libG4geometry;0x000000000009db90",37924039,63360676,6790973,16755
"all;g4run;libG4geometry;0x000000000009db10",1253082082,2245791993,417252732,2898324
"all;g4run;libG4geometry;0x000000000009db94",13896093,15696021,1370016,27533
"all;g4run;libG4geometry;0x000000000009db14",14567933,8259102,2572415,64943
"all;g4run;libG4geometry;G4FieldManager::ConfigureForTrack",7428247109,9644486895,1793823394,17178266
"all;g4run;libG4geometry;std::vector<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> >, std::allocator<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > > >::emplace_back<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > >",192480435,370658539,61164907,377328
"all;g4run;libG4geometry;0x000000000009b2e0",0,0,0,1880
"all;g4run;libG4geometry;G4SubtractionSolid::Inside",15008961807,25245180057,4156928066,41926646
"all;g4run;libG4geometry;0x000000000009bfd0",0,0,0,3390
"all;g4run;libG4geometry;0x000000000009a440",665206,0,0,0
"all;g4run;libG4geometry;0x000000000009ebe0",10527716,25217669,2595498,63863
"all;g4run;libG4geometry;G4PolyPhiFace::InsideEdgesExact",2906588222,5340199767,776043271,18896733
"all;g4run;libG4geometry;0x000000000009a444",2657912,8761936,248917,13068
"all;g4run;libG4geometry;0x000000000009ebe4",4613000,2401776,266010,25586
"all;g4run;libG4geometry;G4ReflectionFactory::Instance",0,1891103,407493,3111
"all;g4run;libG4geometry;G4VoxelSafety::ComputeSafety",766177543,924605933,148362854,2895820
"all;g4run;libG4geometry;G4BoundingEnvelope::ClipEdgesByVoxel",723686318,1974848319,297973788,1428100
"all;g4run;libG4geometry;G4VIntersectionLocator::CheckAndReEstimateEndpoint",162876212,260155363,36734328,574033
"all;g4run;libG4geometry;G4NavigationLevel::~G4NavigationLevel",2380543941,3055010051,460470107,7909837
"all;g4run;libG4geometry;0x000000000009e134",0,2400525,0,0
"all;g4run;libG4geometry;G4PVPlacement::IsRegularStructure",20063070,41831213,8695068,18619
"all;g4run;libG4geometry;0x000000000009ee24",7956912,8388622,1928817,13648
"all;g4run;libG4geometry;G4ReflectionFactory::CreateReflectedLV",1007233,0,0,6652
"all;g4run;libG4geometry;G4Torus::CalculateExtent",10085917,32830159,9673921,11425
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone",1902752958,3030058144,462494708,10186848
"all;g4run;libG4geometry;0x000000000009fef0",7571455,9013632,986964,14427
"all;g4run;libG4geometry;G4VPhysicalVolume::G4VPhysicalVolume",1007664,1917372,402806,2388
"all;g4run;libG4geometry;0x000000000009fef4",6686585,4817676,920664,96962
"all;g4run;libG4geometry;0x000000000009c560",0,2332336,0,0
"all;g4run;libG4geometry;0x000000000009fba4",47213625,59544718,9594306,126517
"all;g4run;libG4geometry;G4VPhysicalVolume::SetName",1008917,1926507,0,2412
"all;g4run;libG4geometry;G4Torus::DistanceToOut",4097086,4871690,1693392,24600
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::DoesReIntegrate",281910578,470499563,63457049,1196948
"all;g4run;libG4geometry;G4MagInt_Driver::AccurateAdvance",1341409,5208591,1332494,13161
"all;g4run;libG4geometry;G4Navigator::SetupHierarchy",3524165585,4690377136,811760500,6895172
"all;g4run;libG4geometry;0x000000000009d2a0",1007405,5345751,858797,14386
"all;g4run;libG4geometry;G4Box::BoundingLimits",7060188,20670393,3260900,8784
"all;g4run;libG4geometry;G4SubtractionSolid::DistanceToIn",1522934887,2795282742,490926977,7036959
"all;g4run;libG4geometry;G4DisplacedSolid::BoundingLimits",0,1936228,414556,0
"all;g4run;libG4geometry;std::vector<CLHEP::Hep3Vector, std::allocator<CLHEP::Hep3Vector> >::_M_default_append",63496998,135703109,28966388,202169
"all;g4run;libG4geometry;std::vector<G4NavigationLevel, std::allocator<G4NavigationLevel> >::_M_default_append",2759537,6654658,684100,0
"all;g4run;libG4geometry;G4NormalNavigation::ComputeStep",38329479979,66153021728,9166881016,87542330
"all;g4run;libG4geometry;G4Trd::BoundingLimits",0,0,0,3637
"all;g4run;libG4geometry;G4SmartVoxelHeader::BuildNodes",123955070,298184080,55264109,607687
"all;g4run;libG4geometry;G4Navigator::SetSavedState",1913097727,2335718288,355546279,7935175
"all;g4run;libG4geometry;G4ReflectedSolid::SurfaceNormal",28804820,49497469,6825367,147456
"all;g4run;libG4geometry;0x000000000009b3c0",0,0,126942,0
"all;g4run;libG4geometry;G4Navigator::GetGlobalExitNormal",1624539157,2486880582,343992697,7148787
"all;g4run;libG4geometry;0x000000000009b3c4",2017777,2097096,119253,14113
"all;g4run;libG4geometry;0x000000000009b680",98167477,125618496,20003826,303041
"all;g4run;libG4geometry;0x000000000009ecc4",0,904479,0,0
"all;g4run;libG4geometry;0x000000000009b684",60372980,55608721,10485793,205908
"all;g4run;libG4geometry;G4Region::GetRegionalSteppingAction",31170310766,43706118946,6247805115,102049717
"all;g4run;libG4geometry;G4PhysicalVolumeStore::Register",0,3790490,814777,2278
"all;g4run;libG4geometry;0x0000000000099960",221792416,430618614,58006718,1403580
"all;g4run;libG4geometry;G4VIntersectionLocator::GetSurfaceNormal",524532685,782662359,102940486,2234104
"all;g4run;libG4geometry;G4ChordFinder::ApproxCurvePointV",3108200310,4440481931,557692951,11096494
"all;g4run;libG4geometry;G4Trap::BoundingLimits",4032270,4599448,1696155,17223
"all;g4run;libG4geometry;G4IntersectionSolid::DistanceToIn",34523343,48940583,10325859,133304
"all;g4run;libG4geometry;0x000000000009c9e0",42974860,72826066,4785182,22590
"all;g4run;libG4geometry;0x0000000000099964",204537468,291621049,42606429,1007087
"all;g4run;libG4geometry;0x000000000009c9e4",41211465,89235408,4949616,247376
"all;g4run;libG4geometry;G4MultiLevelLocator::G4MultiLevelLocator",472819,0,0,0
"all;g4run;libG4geometry;G4Trap::SurfaceNormal",175116127,227826704,27896365,1188864
"all;g4run;libG4geometry;G4Polyhedra::CalculateExtent",1008004,2620508,1196854,3013
"all;g4run;libG4geometry;0x0000000000099d20",209209697,353594189,51758654,965678
"all;g4run;libG4geometry;0x000000000009f564",685039,3981483,276484,0
"all;g4run;libG4geometry;0x0000000000099d24",118996427,212657931,31426096,518351
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone1",40679482761,71259755728,10191543125,194344350
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone2",7326595282,11940586090,1690797660,39997551
"all;g4run;libG4geometry;G4GeomTools::PolygonArea",3022053,0,0,0
"all;g4run;libG4geometry;G4Polycone::DistanceToIn",311790386,540928723,84536540,1689238
"all;g4run;libG4geometry;G4DisplacedSolid::DistanceToOut",745102457,1138433546,159908916,2278310
"all;g4run;libG4geometry;G4LogicalVolume::ResetMass",311249,0,411344,8067
"all;g4run;libG4geometry;G4PVPlacement::GetRegularStructureId",4426146792,7275470045,1000008308,8706776
"all;g4run;libG4geometry;G4PolyconeSide::GetPhi",1683604763,1994854842,316911271,9050959
"all;g4run;libG4geometry;G4LogicalVolume::SetSensitiveDetector",2449215,1980119,138227,8537
"all;g4run;libG4geometry;G4NavigationHistory::G4NavigationHistory",12445314869,17303067473,2737680687,36040589
"all;g4run;libG4geometry;std::vector<CLHEP::Hep2Vector, std::allocator<CLHEP::Hep2Vector> >::_M_realloc_insert<CLHEP::Hep2Vector const&>",0,2706134,1208304,5848
"all;g4run;libG4geometry;0x000000000009d990",0,2494299,0,0
"all;g4run;libG4geometry;G4DisplacedSolid::G4DisplacedSolid",0,0,0,1747
"all;g4run;libG4geometry;G4PolyhedraSide::GetPhi",43630660591,72962880302,12568736486,145018378
"all;g4run;libG4geometry;G4BoundingEnvelope::CheckBoundingPolygons",28220547,57554559,10982995,57141
"all;g4run;libG4geometry;G4BoundingEnvelope::TransformVertices",128002840,339699810,54235542,426732
"all;g4run;libG4geometry;G4Polycone::G4Polycone",0,0,434751,0
"all;g4run;libG4geometry;G4PolyPhiFace::Intersect",8125181965,15001697806,2470801744,44204212
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > >",3012619,0,0,1438
"all;g4run;libG4geometry;G4LogicalVolume::GetSolid",29431601299,36626745525,5540621494,78187977
"all;g4run;libG4geometry;G4Box::DistanceToIn",3746600191,6564378634,1097155538,7947982
"all;g4run;libG4geometry;0x000000000009e954",187832636,220183108,35359967,627650
"all;g4run;libG4geometry;0x000000000009e600",72712809,85504559,13698155,400180
"all;g4run;libG4geometry;G4SolidStore::Clean",1007995,0,0,0
"all;g4run;libG4geometry;0x000000000009e604",4748066,6250051,785990,34750
"all;g4run;libG4geometry;G4SubtractionSolid::SurfaceNormal",729671681,1190366453,172178257,3432425
"all;g4run;libG4geometry;G4UnionSolid::BoundingLimits",0,0,0,1832
"all;g4run;libG4geometry;G4Tubs::DistanceToOut",9755979824,14139997421,2170082491,29810528
"all;g4run;libG4geometry;0x000000000009b180",132124190,232113792,18958257,39635
"all;g4run;libG4geometry;G4CutTubs::SurfaceNormal",5981973,9394560,1068880,17078
"all;g4run;libG4geometry;0x000000000009b184",133633200,183337099,16331641,489181
"all;g4run;libG4geometry;0x00000000000a0040",14620937,19339665,1973182,99600
"all;g4run;libG4geometry;G4PhysicalVolumeStore::GetInstance",1007903,1872053,0,0
"all;g4run;libG4geometry;0x000000000009c7b0",1006904,0,816594,3698
"all;g4run;libG4geometry;0x00000000000a0044",55979244,79451333,12391831,315361
"all;g4run;libG4geometry;0x000000000009f990",0,0,68632,1167
"all;g4run;libG4geometry;G4Navigator::LocateGlobalPointWithinVolume",51831522677,77984931954,11372195538,198029181
"all;g4run;libG4geometry;0x000000000009f994",0,0,109993,0
"all;g4run;libG4geometry;0x000000000009c450",2156428971,3864387481,646969376,7144890
"all;g4run;libG4geometry;G4ReflectedSolid::CalculateExtent",2013300,4994961,418040,3515
"all;g4run;libG4geometry;0x000000000009cbb0",13283268,14146343,2131217,8791
"all;g4run;libG4geometry;0x000000000009c454",802636655,1685453786,297609307,1974305
"all;g4run;libG4geometry;G4LogicalVolume::GetMaterial",16854779909,30167217946,4824539548,47270757
"all;g4run;libG4geometry;0x000000000009fd50",1007924,0,0,0
"all;g4run;libG4geometry;0x000000000009cbb4",19163119,13531797,1176751,57143
"all;g4run;libG4geometry;G4PVPlacement::NewPtrRotMatrix",0,1960474,0,0
"all;g4run;libG4geometry;0x000000000009c100",768792,343443,111223,0
"all;g4run;libG4geometry;G4ReflectionFactory::IsReflection",1005553,0,417607,1384
"all;g4run;libG4geometry;G4ReduciblePolygon::BisectedBy",0,1979366,0,0
"all;g4run;libG4geometry;0x000000000009d450",604204790,830010305,122837818,2138182
"all;g4run;libG4geometry;G4PolyPhiFace::InsideEdges",68502690082,127241707169,22687788307,256931883
"all;g4run;libG4geometry;0x000000000009d454",51092149,64632563,9673472,249540
"all;g4run;libG4geometry;0x000000000009de70",0,884758,0,0
"all;g4run;libG4geometry;G4Navigator::RestoreSavedState",3386377640,5279103967,907768056,11572246
"all;g4run;libG4geometry;G4SmartVoxelNode::operator==",13103506,7438360,6174528,62181
"all;g4run;libG4geometry;G4PropagatorInField::ComputeStep",73364406887,118465993355,14025801582,124283464
"all;g4run;libG4geometry;G4Torus::SolveNumericJT",39632525,39659910,7087491,225896
"all;g4run;libG4geometry;G4PolyconeSide::DistanceAway",20200758615,24642721175,3776395326,69632505
"all;g4run;libG4geometry;0x000000000009b2f0",85040912,111770184,18084185,384505
"all;g4run;libG4geometry;G4GeomTools::DiskExtent",6047636,9888990,2008268,3527
"all;g4run;libG4geometry;0x000000000009b800",3021208,1059067,0,0
"all;g4run;libG4geometry;0x000000000009b2f4",68185820,93260725,13036989,415433
"all;g4run;libG4geometry;0x000000000009e410",25423797,45878439,5923403,87471
"all;g4run;libG4geometry;0x000000000009e414",75789614,75770289,12544505,356447
"all;g4run;libG4geometry;G4UnionSolid::Inside",4963791631,8830487159,1411175319,15409326
"all;g4run;libG4geometry;G4Cons::Inside",466534659,448917105,77098253,1493708
"all;g4run;libG4geometry;0x0000000000099fb0",11987932,19271644,2435293,1903
"all;g4run;libG4geometry;std::__introsort_loop<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, long, __gnu_cxx::__ops::_Iter_less_iter>",668196,0,0,4545
"all;g4run;libG4geometry;0x000000000009bf54",0,0,0,2557
"all;g4run;libG4geometry;0x0000000000099fb4",57170617,66933609,6770888,15094
"all;g4run;libG4geometry;G4GeomSplitter<G4PVData>::CreateSubInstance",0,0,0,1093
"all;g4run;libG4geometry;G4IntersectionSolid::DistanceToOut",300436928,525784144,84547570,1129302
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >",1990658,1986616,416951,11817
"all;g4run;libG4geometry;G4Tubs::BoundingLimits",4029932,12006982,2951491,20812
"all;g4run;libG4geometry;G4NavigationLevel::operator=",54925287896,78335739095,12652950839,126143259
"all;g4run;libG4geometry;std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>",5998971,2365927,366421,23554
"all;g4run;libG4geometry;G4Cons::DistanceToIn",585467863,615215950,88832896,2792818
"all;g4run;libG4geometry;0x000000000009f454",0,2354407,0,0
"all;g4run;libG4geometry;G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord",23846389211,30155690348,3685426437,39540175
"all;g4run;libG4geometry;G4BoundingEnvelope::CalculateExtent",348713719,992546361,156636895,1138782
"all;g4run;libG4geometry;G4PVPlacement::G4PVPlacement",2015744,0,0,2597
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::QuickAdvance",7147312883,9345537252,1070715908,11684226
"all;g4run;libG4geometry;G4Torus::SurfaceNormal",5470244,8685160,271068,19528
"all;g4run;libG4geometry;0x000000000009d2b0",159607874,250379641,28089974,295345
"all;g4run;libG4geometry;0x000000000009d2b4",25782660,18568819,2378339,88296
"all;g4run;libG4geometry;G4Region::BelongsTo",4524477781,10184950551,1652865305,3786238
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelHeader",4497190141,7861847001,1184255756,11964608
"all;g4run;libG4geometry;0x000000000009df10",0,0,0,6479
"all;g4run;libG4geometry;G4SmartVoxelHeader::CalculateQuality",5042528,16873171,2751029,49912
"all;g4run;libG4geometry;0x000000000009a8d0",214025230,248401990,42378613,323974
"all;g4run;libG4geometry;0x000000000009a8d4",58458633,39897209,4734340,203191
"all;g4run;libG4geometry;0x000000000009dc04",0,0,393311,0
"all;g4run;libG4geometry;G4CutTubs::DistanceToIn",123137544,187211586,20084043,731200
"all;g4run;libG4geometry;G4PolyconeSide::Distance",60478635292,108638585487,15398214438,172637123
"all;g4run;libG4geometry;aTouchableHistoryAllocator",2463911648,3280344997,555348887,7817035
