id,value,prev,curr
"all",,,
"all;ldconfig",,,
"all;ldconfig;ldconfig",,,
"all;ldconfig;ldconfig;0x0000000000028389",2049229,0,2049229
"all;ldconfig;ldconfig;0x0000000000028373",1907604,1907604,0
"all;ls",,,
"all;ls;libc-2",,,
"all;ls;libc-2;_dl_addr",1507230,1507230,0
"all;ls;ld-2",,,
"all;ls;ld-2;getpid",1548287,1548287,0
"all;ls;ld-2;_dl_sysdep_start",1591575,0,1591575
"all;ls;ld-2;mempcpy",3159967,0,3159967
"all;ls;ld-2;_dl_relocate_object",1672250,1672250,0
"all;ls;ld-2;open64",1301302,0,1301302
"all;ls;ld-2;_dl_debug_vdprintf",10788547,6305007,4483540
"all;ls;ld-2;open_verify",1451760,0,1451760
"all;ls;ld-2;do_lookup_x",4596751,3231875,1364876
"all;ls;ld-2;open_path",9264120,3275307,5988813
"all;ls;ld-2;strsep",3732719,1939068,1793651
"all;ls;ld-2;strlen",3168891,0,3168891
"all;ls;ld-2;memcmp",1934614,1934614,0
"all;ls;libselinux",,,
"all;ls;libselinux;0x0000000000006e51",1580260,0,1580260
"all;g++",,,
"all;g++;g++",,,
"all;g++;g++;handle_braces",1383943,0,1383943
"all;g++;ld-2",,,
"all;g++;ld-2;open_path",1426707,1426707,0
"all;which",,,
"all;which;ld-2",,,
"all;which;ld-2;_dl_relocate_object",1254525,0,1254525
"all;which;ld-2;check_match.9525",1543909,1543909,0
"all;which;ld-2;do_lookup_x",4788576,1580474,3208102
"all;which;ld-2;strsep",1235615,0,1235615
"all;cat",,,
"all;cat;ld-2",,,
"all;cat;ld-2;open_path",1188268,0,1188268
"all;ld-linux-x86-64",,,
"all;ld-linux-x86-64;ld-2",,,
"all;ld-linux-x86-64;ld-2;open_path",1096852,1096852,0
"all;ld-linux-x86-64;ld-2;_dl_process_tunable_env_entries",1339407,0,1339407
"all;sh",,,
"all;sh;ld-2",,,
"all;sh;ld-2;_dl_init_paths",2118015,0,2118015
"all;sh;ld-2;_dl_start",1145094,1145094,0
"all;sh;ld-2;strcmp",1617187,1617187,0
"all;sh;ld-2;_dl_map_object_from_fd",1170871,0,1170871
"all;sh;ld-2;_dl_fixup",1014932,0,1014932
"all;sh;ld-2;open_path",2041487,0,2041487
"all;sh;ld-2;strsep",1818768,0,1818768
"all;sh;ld-2;fillin_rpath",1733015,1733015,0
"all;sh;libc-2",,,
"all;sh;libc-2;malloc_consolidate",3326076,1757633,1568443
"all;sh;libc-2;__strncmp_sse42",1189044,0,1189044
"all;sh;libc-2;malloc",1449864,1449864,0
"all;sh;libc-2;_int_malloc",3208330,1798132,1410198
"all;sh;libc-2;__strlen_sse2_pminub",4376513,0,4376513
"all;sh;libc-2;__gconv_transform_ascii_internal",1563567,0,1563567
"all;sh;libc-2;_int_free",1531965,0,1531965
"all;sh;libc-2;__strcpy_sse2_unaligned",4959389,1694964,3264425
"all;sh;bash",,,
"all;sh;bash;0x000000000006c2f3",1586215,0,1586215
"all;sh;bash;0x00000000000363f0",1689729,1689729,0
"all;sh;bash;0x000000000003640b",1750106,1750106,0
"all;sh;bash;0x00000000000363f4",1612521,0,1612521
"all;sh;bash;hash_create",1636786,1636786,0
"all;python",,,
"all;python;libtcmalloc_minimal",,,
"all;python;libtcmalloc_minimal;tcmalloc::CentralFreeList::RemoveRange",1867885,1867885,0
